"","paper_no","author","term","n","total"
"769",63,"Disputed","for",26,3039
"770",63,"Disputed","not",26,3039
"771",67,"Hamilton","which",26,1637
"772",70,"Hamilton","as",26,3296
"773",72,"Hamilton","he",26,2039
"774",73,"Hamilton","this",26,2346
"775",76,"Hamilton","it",26,1931
"776",1,"Hamilton","a",25,1588
"777",1,"Hamilton","will",25,1588
"778",3,"Jay","in",25,1439
"779",9,"Hamilton","that",25,1976
"780",9,"Hamilton","which",25,1976
"781",11,"Hamilton","that",25,2494
"782",11,"Hamilton","which",25,2494
"783",13,"Hamilton","be",25,960
"784",14,"Madison","is",25,2150
"785",22,"Hamilton","states",25,3477
"786",24,"Hamilton","would",25,1820
"787",26,"Hamilton","is",25,2373
"788",38,"Madison","their",25,3319
"789",39,"Madison","on",25,2606
"790",40,"Madison","government",25,3014
"791",41,"Madison","will",25,3540
"792",43,"Madison","may",25,3426
"793",43,"Madison","state",25,3426
"794",44,"Madison","this",25,2896
"795",51,"Disputed","that",25,1914
"796",53,"Disputed","will",25,2164
"797",54,"Disputed","which",25,1996
"798",55,"Disputed","is",25,2043
"799",57,"Disputed","by",25,2206
"800",61,"Hamilton","and",25,1516
"801",61,"Hamilton","it",25,1516
"802",64,"Jay","are",25,2306
"803",64,"Jay","will",25,2306
"804",65,"Hamilton","would",25,2016
"805",70,"Hamilton","or",25,3296
"806",72,"Hamilton","would",25,2039
"807",73,"Hamilton","his",25,2346
"808",74,"Hamilton","in",25,1000
"809",3,"Jay","as",24,1439
"810",3,"Jay","will",24,1439
"811",4,"Jay","in",24,1636
"812",4,"Jay","or",24,1636
"813",6,"Hamilton","that",24,2131
"814",6,"Hamilton","which",24,2131
"815",7,"Hamilton","which",24,2255
"816",8,"Hamilton","which",24,1987
"817",9,"Hamilton","have",24,1976
"818",9,"Hamilton","it",24,1976
"819",11,"Hamilton","this",24,2494
"820",14,"Madison","as",24,2150
"821",15,"Hamilton","at",24,3066
"822",15,"Hamilton","this",24,3066
"823",15,"Hamilton","we",24,3066
"824",17,"Hamilton","be",24,1564
"825",17,"Hamilton","which",24,1564
"826",21,"Hamilton","that",24,1993
"827",22,"Hamilton","as",24,3477
"828",22,"Hamilton","not",24,3477
"829",23,"Hamilton","a",24,1797
"830",25,"Hamilton","as",24,1982
"831",30,"Hamilton","its",24,1964
"832",31,"Hamilton","a",24,1730
"833",32,"Hamilton","it",24,1483
"834",36,"Hamilton","state",24,2948
"835",36,"Hamilton","this",24,2948
"836",37,"Madison","been",24,2709
"837",38,"Madison","this",24,3319
"838",39,"Madison","people",24,2606
"839",39,"Madison","states",24,2606
"840",47,"Madison","judiciary",24,2739
"841",47,"Madison","this",24,2739
"842",48,"Madison","it",24,1860
"843",53,"Disputed","that",24,2164
"844",54,"Disputed","states",24,1996
"845",57,"Disputed","as",24,2206
"846",57,"Disputed","will",24,2206
"847",58,"Disputed","it",24,2080
"848",59,"Hamilton","an",24,1899
"849",65,"Hamilton","that",24,2016
"850",65,"Hamilton","which",24,2016
"851",67,"Hamilton","a",24,1637
"852",69,"Hamilton","president",24,2748
"853",72,"Hamilton","is",24,2039
"854",73,"Hamilton","or",24,2346
"855",74,"Hamilton","be",24,1000
"856",5,"Jay","that",23,1337
"857",7,"Hamilton","have",23,2255
"858",12,"Hamilton","which",23,2148
"859",18,"Joint","had",23,2087
"860",18,"Joint","their",23,2087
"861",22,"Hamilton","from",23,3477
"862",22,"Hamilton","their",23,3477
"863",23,"Hamilton","is",23,1797
"864",23,"Hamilton","it",23,1797
"865",24,"Hamilton","it",23,1820
"866",26,"Hamilton","not",23,2373
"867",30,"Hamilton","for",23,1964
"868",31,"Hamilton","is",23,1730
"869",32,"Hamilton","which",23,1483
"870",32,"Hamilton","would",23,1483
"871",34,"Hamilton","it",23,2210
"872",37,"Madison","their",23,2709
"873",39,"Madison","from",23,2606
"874",40,"Madison","for",23,3014
"875",41,"Madison","may",23,3540
"876",44,"Madison","powers",23,2896
"877",45,"Madison","as",23,2116
"878",45,"Madison","is",23,2116
"879",46,"Madison","which",23,2614
"880",47,"Madison","constitution",23,2739
"881",51,"Disputed","by",23,1914
"882",51,"Disputed","government",23,1914
"883",51,"Disputed","will",23,1914
"884",53,"Disputed","which",23,2164
"885",57,"Disputed","their",23,2206
"886",63,"Disputed","senate",23,3039
"887",66,"Hamilton","senate",23,2221
"888",66,"Hamilton","will",23,2221
"889",66,"Hamilton","with",23,2221
"890",70,"Hamilton","are",23,3296
"891",70,"Hamilton","for",23,3296
"892",74,"Hamilton","and",23,1000
"893",76,"Hamilton","or",23,1931
"894",76,"Hamilton","would",23,1931
"895",2,"Jay","people",22,1665
"896",2,"Jay","they",22,1665
"897",7,"Hamilton","this",22,2255
"898",10,"Madison","or",22,2999
"899",10,"Madison","other",22,2999
"900",11,"Hamilton","with",22,2494
"901",12,"Hamilton","is",22,2148
"902",12,"Hamilton","would",22,2148
"903",15,"Hamilton","are",22,3066
"904",15,"Hamilton","from",22,3066
"905",16,"Hamilton","which",22,2037
"906",19,"Joint","by",22,2021
"907",21,"Hamilton","by",22,1993
"908",23,"Hamilton","as",22,1797
"909",25,"Hamilton","by",22,1982
"910",26,"Hamilton","an",22,2373
"911",30,"Hamilton","as",22,1964
"912",30,"Hamilton","would",22,1964
"913",33,"Hamilton","which",22,1684
"914",35,"Hamilton","as",22,2251
"915",35,"Hamilton","which",22,2251
"916",36,"Hamilton","from",22,2948
"917",38,"Madison","they",22,3319
"918",38,"Madison","with",22,3319
"919",39,"Madison","not",22,2606
"920",40,"Madison","these",22,3014
"921",41,"Madison","from",22,3540
"922",42,"Madison","as",22,2774
"923",42,"Madison","for",22,2774
"924",42,"Madison","not",22,2774
"925",42,"Madison","on",22,2774
"926",43,"Madison","government",22,3426
"927",43,"Madison","this",22,3426
"928",45,"Madison","states",22,2116
"929",46,"Madison","government",22,2614
"930",47,"Madison","it",22,2739
"931",47,"Madison","which",22,2739
"932",49,"Disputed","would",22,1646
"933",52,"Disputed","by",22,1840
"934",53,"Disputed","as",22,2164
"935",57,"Disputed","or",22,2206
"936",58,"Disputed","by",22,2080
"937",59,"Hamilton","have",22,1899
"938",60,"Hamilton","as",22,2239
"939",66,"Hamilton","not",22,2221
"940",71,"Hamilton","that",22,1706
"941",72,"Hamilton","it",22,2039
"942",2,"Jay","their",21,1665
"943",3,"Jay","it",21,1439
"944",5,"Jay","it",21,1337
"945",10,"Madison","their",21,2999
"946",11,"Hamilton","as",21,2494
"947",11,"Hamilton","it",21,2494
"948",15,"Hamilton","all",21,3066
"949",17,"Hamilton","that",21,1564
"950",18,"Joint","that",21,2087
"951",19,"Joint","with",21,2021
"952",21,"Hamilton","or",21,1993
"953",22,"Hamilton","for",21,3477
"954",22,"Hamilton","or",21,3477
"955",25,"Hamilton","would",21,1982
"956",26,"Hamilton","by",21,2373
"957",26,"Hamilton","for",21,2373
"958",26,"Hamilton","which",21,2373
"959",27,"Hamilton","it",21,1418
"960",32,"Hamilton","states",21,1483
"961",34,"Hamilton","we",21,2210
"962",35,"Hamilton","they",21,2251
"963",35,"Hamilton","will",21,2251
"964",36,"Hamilton","by",21,2948
"965",37,"Madison","must",21,2709
"966",38,"Madison","for",21,3319
"967",38,"Madison","from",21,3319
"968",38,"Madison","have",21,3319
"969",39,"Madison","federal",21,2606
"970",39,"Madison","this",21,2606
"971",41,"Madison","or",21,3540
"972",42,"Madison","power",21,2774
"973",43,"Madison","have",21,3426
"974",43,"Madison","or",21,3426
"975",44,"Madison","power",21,2896
"976",44,"Madison","state",21,2896
"977",46,"Madison","as",21,2614
"978",46,"Madison","by",21,2614
"979",49,"Disputed","that",21,1646
"980",51,"Disputed","on",21,1914
"981",52,"Disputed","which",21,1840
"982",53,"Disputed","for",21,2164
"983",54,"Disputed","this",21,1996
"984",56,"Disputed","which",21,1637
"985",58,"Disputed","as",21,2080
"986",59,"Hamilton","will",21,1899
"987",60,"Hamilton","by",21,2239
"988",60,"Hamilton","will",21,2239
"989",62,"Disputed","from",21,2382
"990",63,"Disputed","have",21,3039
"991",64,"Jay","their",21,2306
"992",64,"Jay","treaties",21,2306
"993",66,"Hamilton","this",21,2221
"994",67,"Hamilton","have",21,1637
"995",69,"Hamilton","governor",21,2748
"996",69,"Hamilton","power",21,2748
"997",70,"Hamilton","their",21,3296
"998",77,"Hamilton","is",21,1976
"999",1,"Hamilton","it",20,1588
"1000",3,"Jay","that",20,1439
"1001",4,"Jay","as",20,1636
"1002",8,"Hamilton","is",20,1987
"1003",8,"Hamilton","it",20,1987
"1004",9,"Hamilton","they",20,1976
"1005",10,"Madison","as",20,2999
"1006",11,"Hamilton","by",20,2494
"1007",11,"Hamilton","not",20,2494
"1008",14,"Madison","for",20,2150
"1009",15,"Hamilton","our",20,3066
"1010",16,"Hamilton","not",20,2037
"1011",20,"Joint","their",20,1518
"1012",21,"Hamilton","which",20,1993
"1013",22,"Hamilton","has",20,3477
"1014",22,"Hamilton","may",20,3477
"1015",22,"Hamilton","with",20,3477
"1016",22,"Hamilton","would",20,3477
"1017",25,"Hamilton","this",20,1982
"1018",28,"Hamilton","that",20,1590
"1019",30,"Hamilton","or",20,1964
"1020",30,"Hamilton","which",20,1964
"1021",31,"Hamilton","as",20,1730
"1022",31,"Hamilton","which",20,1730
"1023",33,"Hamilton","power",20,1684
"1024",34,"Hamilton","as",20,2210
"1025",34,"Hamilton","would",20,2210
"1026",37,"Madison","from",20,2709
"1027",38,"Madison","but",20,3319
"1028",39,"Madison","are",20,2606
"1029",39,"Madison","its",20,2606
"1030",40,"Madison","been",20,3014
"1031",41,"Madison","an",20,3540
"1032",41,"Madison","been",20,3540
"1033",42,"Madison","have",20,2774
"1034",42,"Madison","state",20,2774
"1035",43,"Madison","other",20,3426
"1036",44,"Madison","all",20,2896
"1037",44,"Madison","for",20,2896
"1038",45,"Madison","a",20,2116
"1039",45,"Madison","government",20,2116
"1040",46,"Madison","not",20,2614
"1041",47,"Madison","as",20,2739
"1042",47,"Madison","on",20,2739
"1043",47,"Madison","with",20,2739
"1044",48,"Madison","legislative",20,1860
"1045",49,"Disputed","which",20,1646
"1046",51,"Disputed","is",20,1914
"1047",55,"Disputed","or",20,2043
"1048",55,"Disputed","will",20,2043
"1049",56,"Disputed","it",20,1637
"1050",56,"Disputed","state",20,1637
"1051",57,"Disputed","representatives",20,2206
"1052",58,"Disputed","representatives",20,2080
"1053",63,"Disputed","on",20,3039
"1054",64,"Jay","not",20,2306
"1055",66,"Hamilton","as",20,2221
"1056",67,"Hamilton","it",20,1637
"1057",68,"Hamilton","it",20,1505
"1058",68,"Hamilton","that",20,1505
"1059",69,"Hamilton","which",20,2748
"1060",70,"Hamilton","an",20,3296
"1061",70,"Hamilton","may",20,3296
"1062",70,"Hamilton","with",20,3296
"1063",72,"Hamilton","which",20,2039
"1064",73,"Hamilton","executive",20,2346
"1065",73,"Hamilton","which",20,2346
"1066",76,"Hamilton","by",20,1931
"1067",76,"Hamilton","is",20,1931
"1068",76,"Hamilton","will",20,1931
"1069",4,"Jay","their",19,1636
"1070",6,"Hamilton","as",19,2131
"1071",6,"Hamilton","or",19,2131
"1072",9,"Hamilton","as",19,1976
"1073",11,"Hamilton","from",19,2494
"1074",12,"Hamilton","as",19,2148
"1075",12,"Hamilton","from",19,2148
"1076",14,"Madison","their",19,2150
"1077",15,"Hamilton","will",19,3066
"1078",15,"Hamilton","with",19,3066
"1079",16,"Hamilton","as",19,2037
"1080",19,"Joint","it",19,2021
"1081",20,"Joint","by",19,1518
"1082",22,"Hamilton","an",19,3477
"1083",29,"Hamilton","would",19,2239
"1084",34,"Hamilton","are",19,2210
"1085",35,"Hamilton","not",19,2251
"1086",35,"Hamilton","their",19,2251
"1087",36,"Hamilton","are",19,2948
"1088",36,"Hamilton","its",19,2948
"1089",36,"Hamilton","there",19,2948
"1090",37,"Madison","not",19,2709
"1091",37,"Madison","on",19,2709
"1092",38,"Madison","are",19,3319
"1093",38,"Madison","government",19,3319
"1094",40,"Madison","not",19,3014
"1095",40,"Madison","were",19,3014
"1096",42,"Madison","been",19,2774
"1097",43,"Madison","will",19,3426
"1098",44,"Madison","been",19,2896
"1099",44,"Madison","constitution",19,2896
"1100",44,"Madison","it",19,2896
"1101",45,"Madison","it",19,2116
"1102",48,"Madison","executive",19,1860
"1103",52,"Disputed","have",19,1840
"1104",52,"Disputed","is",19,1840
"1105",52,"Disputed","on",19,1840
"1106",53,"Disputed","are",19,2164
"1107",53,"Disputed","not",19,2164
"1108",54,"Disputed","on",19,1996
"1109",55,"Disputed","number",19,2043
"1110",56,"Disputed","that",19,1637
"1111",57,"Disputed","for",19,2206
"1112",57,"Disputed","on",19,2206
"1113",58,"Disputed","number",19,2080
"1114",60,"Hamilton","or",19,2239
"1115",62,"Disputed","government",19,2382
"1116",62,"Disputed","on",19,2382
"1117",63,"Disputed","will",19,3039
"1118",64,"Jay","have",19,2306
"1119",68,"Hamilton","is",19,1505
"1120",69,"Hamilton","by",19,2748
"1121",69,"Hamilton","new",19,2748
"1122",69,"Hamilton","other",19,2748
"1123",69,"Hamilton","with",19,2748
"1124",71,"Hamilton","his",19,1706
"1125",72,"Hamilton","that",19,2039
"1126",73,"Hamilton","will",19,2346
"1127",77,"Hamilton","an",19,1976
"1128",77,"Hamilton","for",19,1976
"1129",1,"Hamilton","which",18,1588
"1130",3,"Jay","by",18,1439
"1131",4,"Jay","our",18,1636
"1132",6,"Hamilton","are",18,2131
"1133",6,"Hamilton","be",18,2131
"1134",7,"Hamilton","their",18,2255
"1135",10,"Madison","for",18,2999
"1136",10,"Madison","on",18,2999
"1137",11,"Hamilton","for",18,2494
"1138",12,"Hamilton","with",18,2148
"1139",13,"Hamilton","and",18,960
"1140",13,"Hamilton","that",18,960
"1141",14,"Madison","by",18,2150
"1142",15,"Hamilton","an",18,3066
"1143",15,"Hamilton","there",18,3066
"1144",16,"Hamilton","this",18,2037
"1145",20,"Joint","for",18,1518
"1146",20,"Joint","from",18,1518
"1147",21,"Hamilton","as",18,1993
"1148",22,"Hamilton","its",18,3477
"1149",23,"Hamilton","are",18,1797
"1150",24,"Hamilton","he",18,1820
"1151",24,"Hamilton","this",18,1820
"1152",26,"Hamilton","as",18,2373
"1153",27,"Hamilton","which",18,1418
"1154",28,"Hamilton","it",18,1590
"1155",31,"Hamilton","are",18,1730
"1156",33,"Hamilton","this",18,1684
"1157",37,"Madison","are",18,2709
"1158",37,"Madison","may",18,2709
"1159",38,"Madison","an",18,3319
"1160",38,"Madison","his",18,3319
"1161",40,"Madison","confederation",18,3014
"1162",40,"Madison","this",18,3014
"1163",41,"Madison","constitution",18,3540
"1164",41,"Madison","general",18,3540
"1165",41,"Madison","has",18,3540
"1166",41,"Madison","not",18,3540
"1167",42,"Madison","this",18,2774
"1168",43,"Madison","authority",18,3426
"1169",44,"Madison","no",18,2896
"1170",44,"Madison","with",18,2896
"1171",46,"Madison","with",18,2614
"1172",47,"Madison","or",18,2739
"1173",47,"Madison","powers",18,2739
"1174",48,"Madison","as",18,1860
"1175",49,"Disputed","is",18,1646
"1176",53,"Disputed","it",18,2164
"1177",54,"Disputed","not",18,1996
"1178",57,"Disputed","people",18,2206
"1179",58,"Disputed","have",18,2080
"1180",58,"Disputed","on",18,2080
"1181",59,"Hamilton","state",18,1899
"1182",59,"Hamilton","this",18,1899
"1183",59,"Hamilton","which",18,1899
"1184",61,"Hamilton","as",18,1516
"1185",63,"Disputed","an",18,3039
"1186",63,"Disputed","may",18,3039
"1187",64,"Jay","who",18,2306
"1188",65,"Hamilton","as",18,2016
"1189",65,"Hamilton","not",18,2016
"1190",65,"Hamilton","or",18,2016
"1191",65,"Hamilton","this",18,2016
"1192",67,"Hamilton","be",18,1637
"1193",67,"Hamilton","is",18,1637
"1194",69,"Hamilton","can",18,2748
"1195",70,"Hamilton","from",18,3296
"1196",70,"Hamilton","more",18,3296
"1197",71,"Hamilton","which",18,1706
"1198",77,"Hamilton","as",18,1976
"1199",2,"Jay","have",17,1665
"1200",4,"Jay","that",17,1636
"1201",4,"Jay","they",17,1636
"1202",4,"Jay","would",17,1636
"1203",6,"Hamilton","not",17,2131
"1204",7,"Hamilton","as",17,2255
"1205",8,"Hamilton","have",17,1987
"1206",8,"Hamilton","or",17,1987
"1207",9,"Hamilton","government",17,1976
"1208",11,"Hamilton","will",17,2494
"1209",12,"Hamilton","this",17,2148
"1210",14,"Madison","have",17,2150
"1211",14,"Madison","on",17,2150
"1212",14,"Madison","they",17,2150
"1213",15,"Hamilton","for",17,3066
"1214",15,"Hamilton","us",17,3066
"1215",16,"Hamilton","its",17,2037
"1216",16,"Hamilton","or",17,2037
"1217",19,"Joint","are",17,2021
"1218",19,"Joint","his",17,2021
"1219",19,"Joint","on",17,2021
"1220",21,"Hamilton","it",17,1993
"1221",21,"Hamilton","this",17,1993
"1222",22,"Hamilton","are",17,3477
"1223",23,"Hamilton","for",17,1797
"1224",25,"Hamilton","is",17,1982
"1225",29,"Hamilton","for",17,2239
"1226",29,"Hamilton","or",17,2239
"1227",30,"Hamilton","this",17,1964
"1228",37,"Madison","this",17,2709
"1229",37,"Madison","with",17,2709
"1230",38,"Madison","no",17,3319
"1231",38,"Madison","or",17,3319
"1232",38,"Madison","them",17,3319
"1233",40,"Madison","had",17,3014
"1234",41,"Madison","all",17,3540
"1235",42,"Madison","may",17,2774
"1236",43,"Madison","constitution",17,3426
"1237",43,"Madison","with",17,3426
"1238",45,"Madison","federal",17,2116
"1239",45,"Madison","have",17,2116
"1240",45,"Madison","people",17,2116
"1241",45,"Madison","state",17,2116
"1242",45,"Madison","which",17,2116
"1243",47,"Madison","has",17,2739
"1244",47,"Madison","members",17,2739
"1245",47,"Madison","one",17,2739
"1246",51,"Disputed","may",17,1914
"1247",54,"Disputed","property",17,1996
"1248",55,"Disputed","at",17,2043
"1249",55,"Disputed","for",17,2043
"1250",55,"Disputed","it",17,2043
"1251",58,"Disputed","is",17,2080
"1252",58,"Disputed","states",17,2080
"1253",59,"Hamilton","by",17,1899
"1254",59,"Hamilton","is",17,1899
"1255",59,"Hamilton","may",17,1899
"1256",59,"Hamilton","power",17,1899
"1257",61,"Hamilton","for",17,1516
"1258",61,"Hamilton","would",17,1516
"1259",62,"Disputed","may",17,2382
"1260",62,"Disputed","not",17,2382
"1261",62,"Disputed","this",17,2382
"1262",62,"Disputed","will",17,2382
"1263",63,"Disputed","its",17,3039
"1264",63,"Disputed","this",17,3039
"1265",64,"Jay","is",17,2306
"1266",65,"Hamilton","have",17,2016
"1267",65,"Hamilton","is",17,2016
"1268",66,"Hamilton","they",17,2221
"1269",67,"Hamilton","been",17,1637
"1270",68,"Hamilton","as",17,1505
"1271",68,"Hamilton","president",17,1505
"1272",69,"Hamilton","for",17,2748
"1273",69,"Hamilton","have",17,2748
"1274",70,"Hamilton","been",17,3296
"1275",70,"Hamilton","who",17,3296
"1276",71,"Hamilton","or",17,1706
"1277",71,"Hamilton","they",17,1706
"1278",72,"Hamilton","by",17,2039
"1279",73,"Hamilton","power",17,2346
"1280",75,"Hamilton","as",17,1942
"1281",75,"Hamilton","is",17,1942
"1282",75,"Hamilton","which",17,1942
"1283",77,"Hamilton","this",17,1976
"1284",2,"Jay","as",16,1665
"1285",2,"Jay","is",16,1665
"1286",3,"Jay","government",16,1439
"1287",4,"Jay","a",16,1636
"1288",4,"Jay","government",16,1636
"1289",6,"Hamilton","from",16,2131
"1290",7,"Hamilton","it",16,2255
"1291",7,"Hamilton","we",16,2255
"1292",8,"Hamilton","as",16,1987
"1293",8,"Hamilton","that",16,1987
"1294",8,"Hamilton","their",16,1987
"1295",8,"Hamilton","this",16,1987
"1296",9,"Hamilton","is",16,1976
"1297",10,"Madison","faction",16,2999
"1298",10,"Madison","have",16,2999
"1299",10,"Madison","may",16,2999
"1300",11,"Hamilton","us",16,2494
"1301",12,"Hamilton","must",16,2148
"1302",14,"Madison","may",16,2150
"1303",15,"Hamilton","not",16,3066
"1304",16,"Hamilton","that",16,2037
"1305",17,"Hamilton","it",16,1564
"1306",18,"Joint","this",16,2087
"1307",18,"Joint","were",16,2087
"1308",19,"Joint","empire",16,2021
"1309",19,"Joint","from",16,2021
"1310",19,"Joint","is",16,2021
"1311",21,"Hamilton","from",16,1993
"1312",22,"Hamilton","been",16,3477
"1313",23,"Hamilton","with",16,1797
"1314",26,"Hamilton","have",16,2373
"1315",26,"Hamilton","if",16,2373
"1316",26,"Hamilton","would",16,2373
"1317",27,"Hamilton","government",16,1418
"1318",28,"Hamilton","government",16,1590
"1319",29,"Hamilton","which",16,2239
"1320",32,"Hamilton","is",16,1483
"1321",32,"Hamilton","power",16,1483
"1322",32,"Hamilton","this",16,1483
"1323",33,"Hamilton","laws",16,1684
"1324",34,"Hamilton","have",16,2210
"1325",34,"Hamilton","is",16,2210
"1326",34,"Hamilton","will",16,2210
"1327",35,"Hamilton","would",16,2251
"1328",36,"Hamilton","an",16,2948
"1329",36,"Hamilton","can",16,2948
"1330",36,"Hamilton","for",16,2948
"1331",36,"Hamilton","government",16,2948
"1332",39,"Madison","their",16,2606
"1333",40,"Madison","congress",16,3014
"1334",40,"Madison","from",16,3014
"1335",41,"Madison","with",16,3540
"1336",42,"Madison","an",16,2774
"1337",42,"Madison","other",16,2774
